,Narratives,Synopsis
89,"while on the arrival and in imc, we encountered an mcp lockup.  the autopilot kicked off and the mcp went to 888's.  we could not silence the altitude alert.  i took the controls and flew the plan manually and released the hgs combiner.  i leveled off using the hgs.  i told the first officer to pull out the qrh and run the mcp lockup checklist.  the first officer reset four cb's and the mcp restored itself.  flight returned to normal.",b737 captain experiences a mcp lockup during arrival resulting in autopilot disconnect and a continuous altitude alert.  the captain takes control and levels the aircraft while the first officer preforms the qrh procedure and restores the mcp to normal operation.
90,"climbing out at approximately 32,000 ft, a very loud bang was heard from the #1 engine.  the #1 engine instruments all displayed engine failure.  we declared an emergency, asked for a descent and vectors back to the departure airport, and made an uneventful visual approach.  the 59 minute flight felt like 10 minutes and we made every effort to cover all the bases.  the event went smoothly after careful and gentle communications with the passengers and flight attendants.  the flight attendant did a marvelous job, and as captain, i am running the event over and over, certainly there are details we could have done better.  all in all, it was gratifying to see our training kick in and support the decisions and actions that had to be made.,we heard a loud bang and immediately noticed that the number one engine readings were abnormal.  most notably, the egt gauge was showing an over temperature and a red indication.  we made one attempt to restart the engine using a crossbleed start descending through 17,000 feet.  this was unsuccessful.  we completed the engine failure, one engine inoperative approach and landing checklists and landed.","a b737-700's number one engine failed in flight at 32,000 ft, an emergency was declared and the flight returned to the departure airport. "
91,"washington dep clred us to 17000' msl. washington dep/dulles apch then xmitted \maintain 250.\ we read back \maintain 250\ and set alt rpt alert to 25000'. atc then questioned our alt as we clbed through 18500' and told us to maintain 17000'. we were then told to maintain 250 kts airspd. when given \maintain 250,\ we understood it to be alt and read back \maintain 250.\ atc intent was for us to maintain 250 kts. recommend that atc assure that \airspd\ is included in all airspd restrictions and thousand ft or similar alt ref be included in all alt assignments.pronounced \maintain 2-5-0.\",acr lgt alt deviation overshot excursion from clrnc alt.
92,"during configuration to land at sfo on the fms qb 28r, we were distracted with visual point out of another carrier's flight landing on 28l approximately 5 nm at our 10 o'clock position. we saw the other carrier as i was calling for flap changes and gear inside of archi around 15 nm between 6,000 ft and 2,000 ft. i did not verify the flaps were moving on the indicator until 2,000 ft cleared to land by sfo tower. i noticed they were indicating up with a slight split while the handle was at flaps 30. i executed a go-around, we ran the checklist for no flap less than 1, and used alternate leading edge extension which worked as advertised. captain landed on 28r uneventful at gross weight of 113; at 167 ref; autobrakes 2 used until <80 kts. all paperwork filed with company.    flaps did not program from up position when handle was moved from up detent. slight split showing on flap indicator between zero and flap position 1. i should have verified each flap setting as i called for it. maintain aircraft control first. i will do diligence in the future. although we were distracted by atc and a flight that was being vectored in close proximity for a visual to 28l, that is no excuse.,approaching sfo from the northeast, we encountered strong tailwind components below 10,000 ft after cleared for a charted visual approach to runway 28r. i was the pilot not flying and selected flaps 5 at the first officer's request when atc advised us of traffic joining the 28l final from the southeast at approximately ten o'clock and 5 nm. at this point, both pilots became distracted and failed to monitor proper flap operation, as the first officer called for landing gear and additional flaps to counter the tailwind and avoid overtaking traffic observed while making s-turns. unaware flaps had failed to extend and the flap indicator showed a split on the needles just off the up position, we inadvertently operated below normal clean maneuvering speed. however, i do not believe the first officer ever slowed below the amber minimum maneuvering arc, nor did we get a stick shaker or an aural airspeed or flap warning. we had been cleared to land and were descending on the localizer inside the bridge when the first officer detected the flap malfunction and immediately initiated a go-around. we accomplished the flaps, trailing edge: asymmetrical checklist and were advised by dispatch to land at sfo when able. after confirming adequate stopping margin and brake energy, we extended the le flaps using the alternate method and lowered the landing gear to burn off additional fuel. i advised the flight attendants and passengers, and then accomplished a captain flown approach and landing on runway 28r using flaps less than 1, leds full extend, and target speed of 167 kts. landing was uneventful and no special cooling procedures were necessary, but as a precaution, i requested visual inspection of our brakes and tires from the fire rescue unit before proceeding to the gate. upon arrival, i conferred with dispatch/maintenance and made an entry in the aircraft logbook.    the pilot not flying is the first line of defense in recognizing system abnormalities and monitoring the [flying pilot's] performance during high workloads. i failed in this capacity by diverting my attention outside the aircraft while selecting flaps. i should have kept my hand on the flap handle, as i normally do, as a reminder to complete that task as i responded to atc and looked for traffic. we should also monitor pfd airspeed tape for proper programming of flap maneuvering speeds and limit arcs during flap movement.","b737-700 flight crew reports being distracted by traffic approaching a parallel runway and not noticing that the flaps are jammed although the flap handle had been selected to 30 degrees. a go-around was initiated and qrh procedures complied with, resulting in a zero flap and full leading edge device landing."
93,"we were operating flight scheduled service. the flight was late arriving and it was our last flight of the day during night conditions. we had 103 passengers onboard. after pushback we were cleared to taxi to runway 15r, then cleared to takeoff runway 15r. normal takeoff until we saw at least two large waterfowl illuminated by the lighting from the landing lights. i was the pilot flying and reacted, but the closure rate was too fast to avoid a collision. the large waterfowl, most likely canadian geese, struck the aircraft on the left side and we had a loud bang followed by increased engine vibration and changes in our engine parameters. we knew we took at least one in the #1 engine immediately. also, we had a master caution light illuminate with an eng indication. the captain notified atc and declared that we were coming back to land, needing assistance upon landing for an operational emergency. i continued as the pilot flying while the captain assessed the situation and brought out the qrh to run the inop checklist. during the bird strike, we had a high engine vibration of 4.0 units. upon level off, i made sure that the engine parameters were still within limits and the all parameters were stabilized with the engine vibration under 3.0 units at 3,000 ft msl and 210 kts. the captain notified the flight attendants, atc, company, and passengers of our situation and after our checklists were complete, we told atc we were ready for an approach to runway 10. the captain asked if i was still comfortable with the landing and i said, yes i was. we again notified tower that we wanted the fire trucks to check out the aircraft and brakes upon landing. we landed flaps 30 with the #1 engine pulled back slightly and taxied off the runway into the deice pad so the fire trucks could check the condition of the aircraft. after a small cool down, the captain shut down the number one engine and coordinated with the rescue team. they communicated that the number one engine had significant damage and that the brakes were approximately 120 degrees. we landed 1,000 lbs below maximum landing weight and there were no brake limit cooling from the performance calculations. i communicated with operations, flight attendants, and passengers about our event and our instructions. we were cleared from the fire rescue team and taxied back to the gate. i think our entire crew handled this event with good crm and teamwork. tracon handled our situation great and it was nice to have good controllers handling us. our flight attendants kept the passengers calm under a possible stressful event. our fire rescue team was in excellent position for us to taxi off the runway and for them to assess our aircraft. my captain handled this event calmly, under control, and with professionalism. i think under non-normal events it is great to have good communications and crm amongst all the members to conduct the flight safely.,[narative #2 had no additional information.]","at least one goose entered a b737-300's left engine at 1,800 ft after takeoff causing a high engine vibration reading and the eng light so the crew declared an emergency, completed the qrh and returned to the departure airport."
94,"i believe there is an error in our company's acars runway data message system. the 4 of us have about 18 years experience on the 777 and have never seen t/o (takeoff) not possible, let alone 10 or more times. we all checked that every single entry was correct with the fm page. we asked dispatch for help and to get a 777 flight duty manager involved. dispatch sent nine different rwy data messages to us. the first was 38,400 lbs below actual final togw. i acars'ed back the large discrepancy error. he sent another for tog of 627.6 and i had to inform him again that our real final weights were 9,300 lbs higher!!!!! then we got 3 more at 638.4 even though final weights were 636.9. but the big problem i told him is we are still getting t/o not possible on our rwy data message and all of us agreed we needed to have acars rwy data agree with dispatch calculations so could he please find out why acars is still showing us for the 10th time t/o not possible. several minutes later acars rwy data finally came up and we were able to takeoff legally but after so many different gw numbers all claiming to be correct it's hard to believe they were but the plane handled normal and fuel burn was right on. if this carrier has changed some computer system recently in relation to acars or dispatch rwy data then an audit needs to be done because that many gross weight changes for no apparent reason is not right. i think i have most of the acars and dispatch messages printed although i could not print our outgoing messages to dispatch.",a b777 received nine t/o not possible fmc messages because the gross weight takeoff data from dispatch was incorrect and the captain questioned whether a company computer program had been modified.
95,"after landing on 26l [at iah], i was instructed to exit at taxiway nr. after exiting, ground first instructed us to taxi via na-ne-wa-to parking. after read back it was changed to nr-ww-wa-to parking. looking at diagram we appeared to be on ne, so i taxied straight ahead looking for ww. the intersection of nr and ww is not marked. after we passed it ground instructed us to continue and join wb to parking; which we did.",an air carrier captain advised that taxiway ww at nr is not marked at iah. as a result he missed the turn given by ground control after exiting runway 26l.
96,"descending into pdx via the moxie star we were cleared to cross seven miles south of vantz intersection at 10,000 msl. because of how unusual this clearance was (vantz at 10 or 12 thousand is the norm) i queried atc asking to confirm the clearance and atc responded that was correct. the pilot flying mistakenly set 7,000 into the altitude alerter and i mistakenly confirmed 7,000 as a correct altitude. we descended to 9,500 where we re-considered the clearance, briefly talked and decided to stop the descent. at this time atc asked our altitude. i explained we had become confused or misunderstood the clearance and were descending to 7,000 msl, 7 miles south of vantz. from there atc cleared us to descend and maintain 9,000. flight continued normally.    being initially confused by the clearance to cross seven miles south of vantz and then seeing 7,000 in the altitude window may have drawn an incorrect correlation resulting in a positive response in my mind because of the relation between the seven mile south restriction and seeing the \7\ recur in the altitude window. this is only educated guess to as why seeing 7 thousand set produced a positive response in my mind.     increased scrutiny of altitude set in the altitude alerter. even though the pilot not flying may initially concur with the pilot flying's altitude selection it doesn't necessarily mean that is the correct altitude. do not just agree with what digits are set in the window. make sure to agree that the proper altitude set.",an unusual crossing restriction from approach while descending on the moxie star to pdx led the flight crew of an emb-120 to descend below their cleared altitude.
97,"[this was a] skydiving flight; fuel exhaustion on final approach to land. pattern and approaches are always done very high, so some of the flaps were retracted, and a gliding landing was easily made. fueling was done for these 3 skydiving flights after flying the airplane from the home airport to the airport where the skydiving took place. fuel was checked in both tanks before leaving the home airport, and i mentally noted that one tank contained more fuel than the other, and that i had plenty of fuel to fly to the skydiving airport, and would get fuel there even if i did not fly skydivers. i think the reason this happened is that i forgot which of the tanks had the greater amount of fuel when checking fuel at the home airport. i therefore filled the tank that was already the most full, and did not have the reserve in the other tank as expected, because i did not specifically check it after filling the other tank. this also might have never been noticed if i had not used a steep bank from base to final. there is a large amount of unusable fuel in early model c182's, especially if steep banks are performed at lower fuel levels.",a c182 engine quit on final approach from fuel starvation after the pilot flew three skydiving flight and forgot that the selected tank did not have sufficient reserve fuel after using the other wing's full tank.
98,"upon returning to the cab, i was just about to plug in at the cic position in the back to start monitoring lc1 in anticipation of taking the position, and was facing away from the runways. i was not plugged in monitoring yet, but overheard the trainee instruct one aircraft to turn at a-7. i think he then told another aircraft to hold short of 29r, and appeared to be looking on final for traffic inbound to 29r. at the time, there were also multiple aircraft inbound to 29l. i then remembered seeing the trainee scanning the final for 29r, while the other flm (monitoring for the skill check from the other side of the cab) appeared to say that he could cross the traffic holding on b twy. right after the crossing instruction was issued, i heard multiple tower team members going \hold short, hold short\ for the cessna, and then multiple people as well as the instructor saying \go around, go around\ for the traffic on final. i saw that the cessna appeared to stop at or on the runway hold bars, with the saratoga airborne on the go-around over 29r. once the piper was no factor, the cessna was given crossing instructions. at this point, i plugged into the cic jack. after going around and making right traffic, the piper asked while he was on downwind for information about why he was issued go around and the trainee explained about the cessna's crossing clearance on b twy. though i returned to the cab only briefly prior to the event occurring, i believe that some confusion and conflicting instructions led up to this event taking place. i'm not sure if the flm performing the skill check didn't see the traffic on final for 29r, or maybe thought that it was traffic was for 29l, but either way, i think it was an honest mistake that unfortunately resulted in a distraction or lapse in awareness, and thus created a dangerous situation. the trainee perhaps thought that he was \missing something\ or that maybe the other more experienced flm saw the was sufficient time for the crossing, so he issued it. thankfully, as soon as the members of the tower team saw the dangerous situation with traffic short final, multiple people spoke up and both the ojti and trainee took immediate action to correct it with \hold short\ and \go around\ instructions.     this is a challenging issue because it's frequent that you're working a control position and other controllers are giving advice. almost always, the advice is helpful and ranges from a reminder about something minor to an urgent warning to correct a dangerous situation. these kinds of reminders and warnings are expected in an effective tower team environment and greatly enhance safety. other times, it seems the advice is to perform a task faster, not delay an aircraft, etc., and might also be warranted to help a controller through a potential overload situation. but as much as we try to help each other with good advice, it's essential that the cpc responsible for the position is fully aware of what's taking place and comfortable taking the action suggested. sometimes when there are multiple people in the tower cab, such as during an airshow or special event, conflicting suggestions can become a distraction.  my recommendation is that it's important to assist and accept assistance from others, but when you're the person ultimately responsible for the position, remember to use your tools (scanning, position reports, radar display, etc.) to confirm that you're certain taking the course of action someone else has suggested is safe.",tower controller described a go around event and expresses a number views concerning the interaction of other controllers in their attempt to assist and the distractions that easily result. 
99,"weather was vfr severe clear, pilots had been reporting the airport 20 miles out for the visual approach. a pa32 requested a no gyro asr approach. i know from experience that asr (airport surveillance radar) approaches are time consuming, especially no-gyro asr's. i worked to prepare my other traffic so i could devote more attention to the asr. i gave the pa32 vector to the runway 28 final and began no gyro vectors near the final. i was in the process of giving the pa32 the information, mda and other information. the asr to runway 28 has a step down approach procedure, 900 till 3 nm final and then 400 with a missed approach point 1 nm final. i was concentrating on giving all the information correctly but i also descended (gave the pilot the mda) of the pa32 early which conflicts with the mva. the low altitude alert went off. other controllers commented i was slow to respond since i did not think that the aircraft was in proximity to even warrant an alert. i realized later that switching between scopes to my right my perceived mileage even though it was monitoring it was incorrect. i thought the pa32 was near enough to the fix, descent to the mda should have started and continued with the approach. an unexpected vfr helicopter passed through the flight path of the pa32 and i did issue that traffic. the local controller had told me about traffic i just did not expect traffic to pass in front of my aircraft. the approach continued with the pa32 centered with the runway on the final. i did not get the pilots intentions for a touch and go until very late in the approach. the pa32 did a touch and go as a b737 departed before this aircraft. a cautionary wake turbulence call was probably necessary. i did not feel as confident working this approach as i use to feel when i worked them all the time. i generally work only about one a year for real, and not via simulator. i was not certain on how to phrase the step down mda so the pilot knew the information. give the asr approach duties to a stand alone position. prepare completely make necessary calls to tower about the approach to runway 28 sooner. ask pilot for his intentions and give tower the information. issue low altitude alerts. my actions for this situation were clumsy and slow. i am capable of much better.","tracon controller described the issuance of a \no gyro\ asr approach, noting his/her unfamiliarity with the procedure and failure to complete some required actions."
100,"we were given clearance to cross akbar at 28,000 ft.  i set the fmc but failed to set the mcp.  we received the question, \are you going to make the restriction?\  i looked at the fmc and mistook the distance to the fix as distance to tod.  we started the descent knowing it was going to be close, so we asked for a vector.  the controller said no problem and gave us a new frequency.  on the new frequency, the new controller, prior to akbar, gave us a new altitude to descend to.  it was odd there was no \reset mcp altitude\ or \unable to make altitude restriction.\ ","b737-300 first officer set up the fmc, but failed to set the mcp for a crossing restriction on descent. failure to make the crossing restriction was attributed to mistaking fmc distance to the crossing fix for the distance to top of descent."
101,"we were given a descent to 13,000 ft. there were reports of moderate turbulence in the descent and the wind at the airport was gusting to 49 kts. we were discussing the landing conditions and turbulence. we descended through 18,000 ft. the current altimeter setting at den was 29.64. the captain set 29.64 in her window and i set 30.64 in my window. i called for the descent checklist. in the response of \altimeter and bugs,\ i glanced at the captain's window and saw .64 and looked at mine and saw .64 and verified crosschecked. we were experiencing moderate turbulence in the descent. i was slowing the descent down as i approached 13,000 ft. when the captain voiced, \aren't we supposed to be leveling at 13,000 ft, i immediately looked at her altimeter and then looked at the atis sheet and realized my altimeter was set incorrectly at 30.64 instead of 29.64. i stopped the descent and climbed back up to 13,000 ft. we had in fact reached 12,100 ft. the captain said to atc that we had gone below our assigned altitude and were climbing back up to the correct altitude.","a b737 first officer erroneously set his altimeter at 30.64 while the captain correctly set 29.64 and nearing 12,000 ft realized they have overshot the clearance altitude of 13,000 ft and corrected."
102,"we were on a visual approach to runway 06 at approximately 4,000 ft flying toward penne. we had a quartering tailwind on base and were ask to keep our speed up for traffic to follow us. at approximately 3,000 ft with the airport in sight we began a turn toward hunee descending to the glide slope intercept altitude of 1,800 ft. with the speed brake extended we had a pretty high rate of descent. i was in the terrain mode and checked my hsi to see if there was any terrain to be aware of. the only terrain depicted was off to our left and passing behind us. at approximately 2,100 ft and approximately 4.0 nm from hunee we received a terrain warning. the pilot flying began an immediate cfit maneuver and climbed to 2,400 ft. the warning ceased as soon as we began the maneuver. we intercepted the loc/gs and made a normal landing. i believe that the combination of our ground speed and descent rate triggered the egpws event. i really think that when approaching bdl from the west/southwest you need to always intercept at/outside of penne no lower than 3,000 ft.,on approach to bdl, visual approach, 5 miles south of the glide slope intercept, 40 kt tailwind, 250 kias, (traffic right behind us on approach), speedbrakes open, approaching loc/gs intercept, we got a \terrain-pull-up\ warning. lesson learned; get slow a bit earlier, especially with the big tailwind, and it will lessen the terrain closure, and maybe intercept glide slope a bit higher/further out, and the cfit warning should not be a factor.","a flight crew reported an egpws terrain, pull up warning at about 2,100 ft on a night visual approach to bdl runway 6 because of a high rate of descent to the glide slope altitude eight miles from the runway."
103,"right generator - inop, apu generator - intermittent.,right engine generator inoperative, apu electric intermittent, returned to departure airport.","b757 captain reports returning to the departure airport after the the apu generator, operating in place of the right engine generator, becomes intermittent."
104,"uneventful apch and t/d. immediately on t/d, acft veered sharply l. applied full r rudder with no effect. off rwy excursion imminent so applied full differential braking. just prior to stopping, l lndg gear collapsed. injuries, none. property damage, none. acft damage, collapsed l lndg gear and slight damage to prop. discovered that r side tailwheel control spring was not connected to steerable tailwheel. l side spring was connected. acft incident, not accident according to far's. acft was pushed backwards at last refueling arpt (wells, nv), then pwred out of its tiedown spot. suspect tailwheel spring became disconnected at that time.",ga tail dragger gnd loop collapsing gear and damaging propeller.
105,"departing engine # 1 thrust reverser inoperative and on mel. captain is flying pilot. on the takeoff roll, after making the 80 kts call and looking back to the engine instruments i noticed the oil quantity was at 7 qts, i called the abnormal oil level out to the captain. immediately after bringing this to the captain's attention the oil quantity was now showing 2.5 qts and pulsing. i said to the captain \oil is now at 2.5 qts.\ the captain then chose to reject the takeoff at approximately 125 kts, v1 was 135 kts. the aircraft came to a full stop, on the center line of runway 36. i made the call to the tower and notified them of the reject while the aircraft was coming to a stop. after the aircraft came to a full stop, the captain made his pa announcement to the cabin. we assessed the situation, turned on the brake fans and taxied clear of the runway and into the ramp. while waiting for our gate and communicating with maintenance and the company the oil level was now showing normal. we returned to the gate and wrote the malfunction up in the fdml. the brake temps rose to approximately 760 degrees c and then cooled with the brake fans on. maintenance then informed us that this aircraft had a history of this oil quantity indicator problem and the flight was canceled. after seeing the oil quantity drop rapidly to 2.5 qts and pulsing, we believed that we had lost the oil from the number 1 engine and that an engine failure was imminent. we were below v1, so the decision was made to reject the take off. a thorough knowledge and understanding of the reasons to reject a take off above 80 kts would have led to a different decision about rejecting at a high speed. the previous statement is a reference to myself.",an a320-200 captain rejected a takeoff at 125 kts after the oil quantity decreased to 2.5 qts during the takeoff roll and after arrival at the gate the crew was told the aircraft history indicated a quantity indicating problem so the flight was canceled.
106,"flight boarded uneventfully with nothing unusual with the preflight and boarding process. at the end of the pushback, somehow the tow bar became disconnected from the nose gear. the nose gear free caster and was out of position when we came to a stop and the tow bar must have bumped against the nose gear at the same time before coming to a stop. the captain set the brake and asked ground personnel what happened. the tug operator told us the tow bar became disconnected and the nose wheel spun around. the captain asked if anything had broken and the ground crew responded with no, but the nose wheels had spun around. the captain told the ground crew to use the tow bar to reposition the nose wheels to the correct position for connecting the scissors. after discussing what to do, then we decided an inspection of the nose gear before departing would be prudent. the captain elected to inspect the nose gear for damage and i stayed on the flight to ride the brakes. we contacted the flight attendant informing her of what had happened. then i made a pa to the passengers about the pushback and the captain going outside to inspect the nose gear. the captain exited the aircraft and inspected the nose gear along with several ground personnel. upon completion of the inspection the captain and ground personnel had not detected any structural damage to the aircraft. after the inspection was completed the captain made the decision to continue with the flight. we called ground for taxi and started taxiing to the runway. the captain made note that the rudder petals and the nose wheel steering operated normally, no different than our previous flights in that aircraft. ground control informed us of a hold for release time of a half hour. i completed a pa to the passengers and talked to the flight attendant about the wheels up time. ten minutes prior to release we restarted engines and continued taxiing to the runway. after departing the positive rate, gear up calls were made. i selected the gear up and we received two master warning messages. the qrh procedures were followed for nose door open and gear disagree. the nose gear indicated down and green with both main gear up and locked. we checked the landing distance from the flight standards manual, declared an emergency, and notified the station of our return. after completing all checklists, discussing the overweight landing and checking the numbers, talking to the flight attendant, making a pa to the passengers, we completed a normal landing in the normal landing configuration back at the departure airport. after clearing the runway, we had fire and rescue inspected the outside of the aircraft and the nose gear for a leaking fluid or any noticeable damage and they reported the aircraft looked fine with no apparent damage. after the report from fire and rescue we taxied back to the gate and disembarked the passengers. the captain then called maintenance and entered the write ups in the logbook. contract maintenance arrived and talked with maintenance control to start trouble shooting the problem and later stated that he would not have noticed the damage had he not been told to specifically inspect the sensor lines. develop procedures that ensure the tow bar is connected correctly, and or routine inspections of tow bars for worn or damaged parts that can cause this problem while repositioning aircraft. also make pilots and ground personnel more aware of how easily wiring on the landing gear can be damaged with no easily noticeable markings.,we were on a spot on the ramp which allowed me to go out and inspect the nose gear myself. along with ramp agents, i looked everything over; the assembly, the tires and wheels. nothing appeared abnormal. there were no broken wires, fluid leaks or apparent damage. the nose gear had castered around so the ramp agents retrieved another tow bar to straighten the gear and re-connect the steering \scissors\. i returned to the cockpit and we informed the flight attendant and passengers of the situation. i also briefed the first officer on what i saw, and if there was the slightest indication of a problem during taxi out, that we would return to the gate. the taxi and take-off were normal. on initial climb when the first officer selected gear-up, we received \nose door open\ and \gear disagree\ warning messages. we continued the climb to 3,000 ft. we informed atc that we had a landing gear problem and needed time to troubleshoot the situation.    in retrospect i thought that taking the extra step of inspecting the nose gear myself instead of taking the ramp agent's word for it would suffice. afterward, however i now realize there were additional resources i should have taken advantage of: 1) since the first officer has done many more walk-arounds than i have, i should have had him inspect it also, to get his opinion. 2) another resource would have been to have the local contract maintenance technician inspect the nose gear. later while talking to the technician that did come out, he stated that he most likely would have missed the damage also. not until after our maintenance control instructed the local maintenance technician on what to look for, was he able to recognize the damage.","a crj200 became disconnected from the tow bar at the pushback's end and the nose wheel spun. the captain found no damage after examining it and they departed only to have the nose gear not retract, so an emergency was declared and the flight returned to the departure airport."
107,"we were cleared to taxi to and hold short of runway 27. we complied with those instructions and were holding short when the tower asked if we were ready to go, where upon i told them that we would need a minute or so more so we can finish our cockpit duties. after we got done i told them we were ready. at that point the tower cleared me for takeoff on runway 27 with a 360 degree heading after departure and we read back the take off clearance. we then cleared ourselves visually and began to slowly move forward and before i could apply power and say \props forward, runway checks\ i suddenly i heard a voice which was not tower's come over the radio saying \no, no, no, no, no, tower, short final!\ i hit the brakes and stopped just as the nose touched the hold short line and might have crossed it. as our plane stopped i heard tower come on the radio and say \hold short, hold short\ and before i could reply or say that our nose might be over the hold short line a plane passed before me, with his left wing down clearly coming out of a turn, straighten out and landed on runway 27. after the seaplane cleared the runway, tower apologized followed by silence. after a few moments i then asked the tower if i was cleared for \line up and wait\ and after a few more moments of silence tower cleared me for takeoff with the same instructions as before. i read back the instructions, visually cleared ourselves again and proceeded to take off with no further incident.",a pilot cleared into position on eyw runway 27 was warned by an aircraft on short final to remain clear of the runway as it passed overhead for landing. atc then recleared the aircraft onto the runway.
108,"after about 1 hour in cruise and just prior to oceanic coast out, the captain and i both noticed an electrical burning odor in the cockpit. after executing the proper procedure in the qrh, the relief pilot and #1 flight attendant called the cockpit to advise of a motor noise in the forward galley. after declaring an emergency and turning the aircraft around, the odor and noise both seemed to dissipate. a short time later the #1 flight attendant called again to tell us that the reading lights in the cabin were all flashing on and off. at this point, we were very concerned with the electrical deterioration of our aircraft. while dumping fuel, all three pilots were in the flight deck running checklists, talking to dispatch, coordinating with our flight attendants, coordinating with atc, and planning a divert to the nearest airport. fuel was dumped down to about 14,000 ft and radar vectors commenced with a flawless arrival and overweight landing. we cleared the runway and had airfield rescue and firefighter looks us over. after given an all clear, we taxied to an open gate for deplaning. i would like to commend both the captain and relief pilot for their outstanding teamwork and procedures in handling this emergency. maintenance discovered the exhaust fan in the e&e compartment overheated when the bearings failed. the flashing reading lights was a result of that overheat in a common bus. an alarm/sensor in the e&e compartment in that area would help to alert the pilots and possibly prevent a tragedy in the future.,[narrative #2 had no additional information.],i was the relief pilot in seat when i felt a strong vibration and noise just forward of my seat. as i got up out of my seat, i was met by the number 5 flight attendant who was coming to get me concerning the vibration and noise. she told me that she had turned off the ovens but the vibration and noise continued. i called the cockpit, related the vibration/noise and they told me that they had a strong electrical odor in the cockpit. i went up to the flight deck and the electrical smell was very strong. the captain and i then completed the checklist in the qrh while the first officer flew the aircraft. i verified that no circuit breaker's had popped. i called back to the purser who told me the vibration/noise had not ceased. i returned back to the galley and verified that the noise/vibration had not ceased but after being there for 30 seconds, the vibration/noise ceased and the in-flight entertainment also stopped working. i returned to the cockpit and informed the captain. the captain decided that a return to the departure airport was prudent; as did the other pilots and that we would be flying over a major airport if anything else developed. within 3 minutes, a coach flight attendant called and told me that the smoke alarm in the aft lavatory and gone off twice for a split second. i left the cockpit and went to the aft lavatory and verified that the alarm was not going off and that no smoke was present. i then observed that all the coach reading lights were flickering. i called the captain from the aft galley and told him of this new issue and my desire to land as soon as possible. once in the cockpit, fuel dumping was begun as we started our descent to a nearby airport. fuel dump was secured at 6,000 ft. upon landing, the fwd ext fan eicas message was presented and the respective cb popped. the overweight landing was smooth with minimum brakes used. the crash crew checked the aircraft for hot spots/hot brakes after we cleared the runway. with nothing hot or burning we taxied to the gate. as the forward entry door was opened at the gate, the firemen on the jetbridge commented on the strong electrical odor that they could smell coming from the inside of the aircraft.",a b767-300 e&e compartment exhaust fan failed in flight causing an electrical burning smell and the coach reading lights to flicker so an emergency was declared and the flight diverted to a nearby international airport.
109,"on climb out i (first officer) happened to notice a wisp of smoke coming from under the acars area of the instrument panel. after a short time we began to smell a slight burning odor. we decided to return to the departure airport. the smoke and odor stopped. we continued to return, ran the qrh checklist and declared an emergency. we did an uneventful overweight landing. we entered both the overweight landing and smoke in the logbook.,[narative #2 had no additional information.]",a md82 crew returned to the departure airport after a wisp of smoke and an electrical odor appeared to come from the acars unit.
110,following electrical transfer got lvl 1 via 1 fault. shortly thereafter got a flashing cargo fire agent disch light. directed the first officer to ensure the cargo area was clear of personnel. this took approximately one minute. once he informed me the area was clear i executed the phase one's. had the first officer evacuate the jumpseaters and keep all ramp personnel away from the aircraft while i had informed the fire department (via the ramp tower) and maintenance. fire department inspected the cargo area with no evidence of fire; cargo trans-loaded to another aircraft. there was concern from a maintenance supervisor that the fire agent was discharged prior to ensuring the area was clear. the first officer confirmed that no personnel were present within a minute and then the agent was discharged. i believe there has been a considerable number of flashing disch lights upon power transfer. consideration should be given to modifying qrh in how we handle this type of issue (i.e. prior to block out and after block out).,"a dc10 lvl 1 via 1 fault occurred during the preflight electrical power transfer followed by a flashing cargo fire agent disch light so the captain had the aircraft evacuated, called the fire department and maintenance. no fire was evident and the qrh procedure may require modification."
111,"climbing out at about 15,000 ft a \stall fail\ caution message illuminated. we continued our climb and ran the appropriate qrh procedure. passing through fl310 the stick shaker began which disengaged the autopilot. we continued our climb while we addressed the problem and received a clearance from center at the time to maintain a block altitude of fl310-340. we were able to get the autopilot reengaged only to have it be kicked back off by the stick shaker a few more times. the stick shaker was on continuously at one point for around 5 minutes. with the autopilot off above fl290 we were in rvsm without an rvsm equipped aircraft. the shaker and low airspeed cues on my pfd went away through around fl330 at which point we were able to reengage the autopilot, climb and maintain fl340 and continue to our destination with no more problems. the root cause was the maintenance issue with the \stall fail\ caution. the qrh procedure was run and double checked. atc granted us a block altitude within rvsm. we were able to maintain positive control of the aircraft at all times and the extra altitude and time afforded us by being higher allowed us more time to troubleshoot if things continued to deteriorate. as the pilot not flying i could have vocalized the invalid low speed awareness cues that i was seeing on my pfd and which i assumed the captain was seeing as well, but apparently was not, that would have provided more of a warning to him of the stick shaker. assuming that the captain had the same indications on his pfd was a mistake. i could have increased communication on my part and possibly given more warning of the stick shaker. other than that i believe we handled it well, the block altitude was requested and granted to us while we troubleshot the problem. if we were not able to reengage the autopilot or the block altitude was not granted we would have descended out of rvsm airspace.","a crj700's stall fail caution alerted climbing through 15,000 and the stick shaker began at fl310 which disengaged the autopilot so atc issued a rvsm block altitude until the warning was overcome for normal flight."
